order,node_name,predicted_class,confidence,second_class,second_confidence,shape_hint,bbox_size_x,bbox_size_y,bbox_size_z,surface_area,margin,reason
2,Mesh [001g],bearings_bushings_guides,0.3729562759399414,screws_bolts_studs,0.3092671036720276,flat_plate,139.5,0.009999990463256836,0.20002105832099915,58.593990325927734,0.06368917226791382,low_confidence
3,Mesh [002g],bearings_bushings_guides,0.36597740650177,screws_bolts_studs,0.30705735087394714,flat_plate,102.5,0.009999990463256836,0.20001506805419922,43.0539665222168,0.058920055627822876,low_confidence
10,Mesh [009g],plates_discs_shapes,0.23730970919132233,joints_clamps_structural_connectors,0.2242419272661209,flat_plate,0.3022170066833496,0.005000114440917969,0.3786754608154297,0.10917757451534271,0.013067781925201416,low_confidence
11,Mesh [00Ag],joints_clamps_structural_connectors,0.2834985554218292,bearings_bushings_guides,0.15656276047229767,flat_plate,0.3068675994873047,0.005000114440917969,0.1696157455444336,0.03901331499218941,0.12693579494953156,low_confidence
13,Mesh [00Cg],joints_clamps_structural_connectors,0.3670320212841034,springs,0.0991719588637352,flat_plate,0.6730542182922363,0.005000114440917969,0.36138248443603516,0.08235222846269608,0.2678600624203682,low_confidence
16,Mesh [00Fg],joints_clamps_structural_connectors,0.24766412377357483,rotating_fluid_machinery,0.13256506621837616,flat_plate,0.3743433952331543,0.005000114440917969,0.41790294647216797,0.10679011791944504,0.11509905755519867,low_confidence
18,Mesh [00Hg],joints_clamps_structural_connectors,0.217442587018013,rotating_fluid_machinery,0.16671901941299438,flat_plate,0.6785426139831543,0.005000114440917969,0.38404369354248047,0.08873779326677322,0.050723567605018616,low_confidence
21,Mesh [00Kg],plates_discs_shapes,0.3546901047229767,joints_clamps_structural_connectors,0.1235993355512619,flat_plate,0.18048477172851562,0.005000114440917969,0.190338134765625,0.018382098525762558,0.23109076917171478,low_confidence
33,Mesh [00Wg],joints_clamps_structural_connectors,0.17741897702217102,rotating_fluid_machinery,0.12904416024684906,flat_plate,0.3743438720703125,0.005000114440917969,0.4179039001464844,0.10679110139608383,0.04837481677532196,low_confidence
43,Mesh [00gg],joints_clamps_structural_connectors,0.20085816085338593,springs,0.18199262022972107,flat_plate,0.6730575561523438,0.005000114440917969,0.36138439178466797,0.08235235512256622,0.018865540623664856,low_confidence
46,Mesh [00jg],joints_clamps_structural_connectors,0.31431347131729126,plates_discs_shapes,0.1400216519832611,flat_plate,0.3743438720703125,0.005000114440917969,0.41790294647216797,0.10679085552692413,0.17429181933403015,low_confidence
48,Mesh [00lg],joints_clamps_structural_connectors,0.30015090107917786,rotating_fluid_machinery,0.14054058492183685,flat_plate,0.6785392761230469,0.005000114440917969,0.38404273986816406,0.08873806893825531,0.159610316157341,low_confidence
55,Mesh [00sg],joints_clamps_structural_connectors,0.3659261465072632,handles_controls,0.12462173402309418,flat_plate,0.3068675994873047,0.005000114440917969,0.16961383819580078,0.03901341184973717,0.241304412484169,low_confidence
58,Mesh [00vg],joints_clamps_structural_connectors,0.29408910870552063,springs,0.12973882257938385,flat_plate,0.6730537414550781,0.005000114440917969,0.36138439178466797,0.08235204219818115,0.16435028612613678,low_confidence
60,Mesh [00xg],joints_clamps_structural_connectors,0.3787045180797577,rotating_fluid_machinery,0.10192693769931793,flat_plate,0.6785426139831543,0.005000114440917969,0.38404273986816406,0.08873812109231949,0.27677758038043976,low_confidence
63,Mesh [010g],joints_clamps_structural_connectors,0.2979801297187805,plates_discs_shapes,0.14765499532222748,flat_plate,0.3743433952331543,0.005000114440917969,0.41790294647216797,0.10679024457931519,0.15032513439655304,low_confidence
73,Mesh [01Qg],screws_bolts_studs,0.2614209055900574,pins_rivets_keys,0.1328054964542389,compact_block,0.049999237060546875,0.059999942779541016,0.05000019073486328,0.009420914575457573,0.12861540913581848,low_confidence
74,Mesh [01Rg],joints_clamps_structural_connectors,0.30603843927383423,plates_discs_shapes,0.1854405254125595,flat_plate,0.004241943359375,0.004242658615112305,0.04255199432373047,0.00025529152480885386,0.12059791386127472,low_confidence
