order,node_index,node_name,mesh_index,mesh_name,inference_mode,group_id,group_size,predicted_label,predicted_class,confidence,second_label,second_class,second_confidence,vertex_count,face_count,surface_area,mesh_volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_size_x,bbox_size_y,bbox_size_z,bbox_diagonal,bbox_volume,obb_size_long,obb_size_mid,obb_size_short,elongation,flatness,compactness,shape_hint,centroid_x,centroid_y,centroid_z,pointclip_top1_id,pointclip_top2_score,pointclip_top1_name,pointclip_top1_role,pointclip_top2_id,pointclip_top1_score,pointclip_margin,pointclip_topk_json,pointclip_top2_name,pointclip_top2_role,pointclip_matched,size_class,detail_class,confidence_class,confidence_margin,semantic_group,geometry_fallback_class,small_low_conf_refined,inferred_role,function_role,semantic_structural_score,neural_role,neural_role_score,pointclip_role,pointclip_role_score,structural_match_role,structural_match_score,protected_features,inference_reason,structural_features,lod_priority,lod_strategy,target_ratio_near,target_ratio_mid,target_ratio_far,allow_cull,screen_error_weight
130,129,Mesh.697,129,Mesh_697.004,mesh,mesh_130,1,3,pins_rivets_keys,0.7784767150878906,2,washers_rings_spacers,0.0242068562656641,1598,1096,0.6189510226249695,,1.2800002098083496,-0.020000001415610313,-1.350000023841858,2.7400002479553223,0.020000001415610313,-1.3100000619888306,1.4600000381469727,0.04000000283122063,0.039999961853027344,1.461095516577853,0.0023359979985950264,1.4600000381469727,0.04000000283122063,0.039999961853027344,36.49999837018561,0.027397233430072485,0.0007489220924479144,flat_plate,2.1826837062835693,-0.00011877555516548455,-1.3299245834350586,joint_clamp_hinge,0.15048754215240479,joint clamp or hinge,structural_control,pin_rivet_key,0.16019316017627716,0.009705618023872375,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16019316017627716}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.15048754215240479}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.13280479609966278}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07686151564121246}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07566989213228226}]",pin rivet or key,repeated_fastener,1,S6_huge,D1_low,C2_high,0.7542698588222265,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6813,repeated_fastener,0.5449,structural_control,0.5772,large_static_bulk,0.9435,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.54;structural_match=large_static_bulk:0.94;pointclip_open_vocab=structural_control:0.58;large_static_bulk_evidence;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 1.0, ""medium_size_score"": 0.0, ""detail_score"": 0.25, ""high_detail_score"": 0.1776, ""density_score"": 0.1776, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.9, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
131,130,Mesh.698,130,Mesh_698.004,mesh,mesh_131,1,3,pins_rivets_keys,0.7798201441764832,2,washers_rings_spacers,0.027396919205784798,1601,1096,0.6189510822296143,,1.2799999713897705,-0.020000001415610313,-0.020000001415610313,2.740000009536743,0.020000001415610313,0.020000001415610313,1.4600000381469727,0.04000000283122063,0.04000000283122063,1.461095517699701,0.0023360003917217457,1.4600000381469727,0.04000000283122063,0.04000000283122063,36.49999837018561,0.027397261497327425,0.0007489228579604046,flat_plate,2.183727979660034,-7.565817941213027e-05,2.7033378501073457e-05,joint_clamp_hinge,0.14555364847183228,joint clamp or hinge,structural_control,pin_rivet_key,0.16237683594226837,0.016823187470436096,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16237683594226837}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.14555364847183228}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1284506469964981}, {""rank"": 4, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.08038236200809479}, {""rank"": 5, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07913614809513092}]",pin rivet or key,repeated_fastener,1,S6_huge,D1_low,C2_high,0.7524232249706984,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6798,repeated_fastener,0.5459,structural_control,0.6096,large_static_bulk,0.9435,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.55;structural_match=large_static_bulk:0.94;pointclip_open_vocab=structural_control:0.61;large_static_bulk_evidence;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 1.0, ""medium_size_score"": 0.0, ""detail_score"": 0.25, ""high_detail_score"": 0.1776, ""density_score"": 0.1776, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.9, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
132,131,Mesh.699,131,Mesh_699.004,mesh,mesh_132,1,3,pins_rivets_keys,0.7380838394165039,13,springs,0.043214101344347,1511,1096,0.31023889780044556,,1.2599999904632568,0.4100000262260437,-1.350000023841858,1.9900000095367432,0.45000001788139343,-1.3100000619888306,0.7300000190734863,0.03999999165534973,0.039999961853027344,0.7321885167960244,0.0011679986729623856,0.7300000190734863,0.03999999165534973,0.039999961853027344,18.25000428408474,0.05479446686014497,0.002975593553730469,flat_plate,1.7030231952667236,0.4299079179763794,-1.3300482034683228,joint_clamp_hinge,0.14292488992214203,joint clamp or hinge,structural_control,handle_lever_knob,0.15453866124153137,0.011613771319389343,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.15453866124153137}, {""rank"": 2, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.14292488992214203}, {""rank"": 3, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.13218392431735992}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.0866883248090744}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.0866883248090744}]",handle lever or knob,structural_control,1,S4_large,D1_low,C2_high,0.6948697380721569,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6429,repeated_fastener,0.5167,structural_control,0.5746,ordinary_low_detail,0.9241,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.52;structural_match=ordinary_low_detail:0.92;pointclip_open_vocab=structural_control:0.57;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 0.6667, ""medium_size_score"": 0.6667, ""detail_score"": 0.25, ""high_detail_score"": 0.3276, ""density_score"": 0.3276, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.0, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
133,132,Mesh.700,132,Mesh_700.004,mesh,mesh_133,1,3,pins_rivets_keys,0.7763369083404541,2,washers_rings_spacers,0.03735276311635971,1437,1096,0.5343732237815857,,1.2799999713897705,0.6740000247955322,-2.0,2.5400002002716064,0.7140000462532043,-1.9600000381469727,1.260000228881836,0.04000002145767212,0.039999961853027344,1.2612694301564344,0.002015999525069006,1.260000228881836,0.04000002145767212,0.039999961853027344,31.499988824135098,0.03174599570392505,0.0010047703626229801,flat_plate,1.9981420040130615,0.694159209728241,-1.9796897172927856,joint_clamp_hinge,0.14518094062805176,joint clamp or hinge,structural_control,pin_rivet_key,0.16196104884147644,0.016780108213424683,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16196104884147644}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.14518094062805176}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1281217485666275}, {""rank"": 4, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.08143913000822067}, {""rank"": 5, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.08017653226852417}]",pin rivet or key,repeated_fastener,1,S5_xlarge,D1_low,C2_high,0.7389841452240944,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6781,repeated_fastener,0.5434,structural_control,0.6087,ordinary_low_detail,0.9241,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.54;structural_match=ordinary_low_detail:0.92;pointclip_open_vocab=structural_control:0.61;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 0.8333, ""medium_size_score"": 0.3333, ""detail_score"": 0.25, ""high_detail_score"": 0.2095, ""density_score"": 0.2095, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.45, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
134,133,Mesh.701,133,Mesh_701.004,mesh,mesh_134,1,3,pins_rivets_keys,0.7467318177223206,2,washers_rings_spacers,0.04279113933444023,1487,1096,0.6274101734161377,,1.2800002098083496,0.6740000247955322,-1.350000023841858,2.760000228881836,0.7140000462532043,-1.3100000619888306,1.4800000190734863,0.04000002145767212,0.039999961853027344,1.4810807051347261,0.002367999042509762,1.4800000190734863,0.04000002145767212,0.039999961853027344,36.999980628500836,0.027027000903735277,0.0007288620696418659,flat_plate,2.148906946182251,0.6938876509666443,-1.3300328254699707,joint_clamp_hinge,0.14713792502880096,joint clamp or hinge,structural_control,pin_rivet_key,0.16159939765930176,0.014461472630500793,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16159939765930176}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.14713792502880096}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.12984876334667206}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07875725626945496}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07753624022006989}]",pin rivet or key,repeated_fastener,1,S6_huge,D1_low,C2_high,0.7039406783878803,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6636,repeated_fastener,0.5227,structural_control,0.5987,large_static_bulk,0.9435,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.52;structural_match=large_static_bulk:0.94;pointclip_open_vocab=structural_control:0.60;large_static_bulk_evidence;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 1.0, ""medium_size_score"": 0.0, ""detail_score"": 0.25, ""high_detail_score"": 0.1747, ""density_score"": 0.1747, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.9, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
135,134,Mesh.702,134,Mesh_702.004,mesh,mesh_135,1,3,pins_rivets_keys,0.5807345509529114,2,washers_rings_spacers,0.08827921748161316,1461,1096,0.618951678276062,,1.28000009059906,0.6740000247955322,-1.190000057220459,2.7400002479553223,0.7140000462532043,-1.1500000953674316,1.4600001573562622,0.04000002145767212,0.039999961853027344,1.4610956362076948,0.002335999277113568,1.4600001573562622,0.04000002145767212,0.039999961853027344,36.49998435378914,0.027397231193083182,0.0007489223183834506,flat_plate,2.123429298400879,0.6941561102867126,-1.169896125793457,joint_clamp_hinge,0.14658690989017487,joint clamp or hinge,structural_control,pin_rivet_key,0.16099423170089722,0.014407321810722351,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16099423170089722}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.14658690989017487}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.12936249375343323}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07969792187213898}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07846231758594513}]",pin rivet or key,repeated_fastener,1,S6_huge,D1_low,C1_medium,0.4924553334712982,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.5892,repeated_fastener,0.4065,structural_control,0.5974,large_static_bulk,0.9435,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.41;structural_match=large_static_bulk:0.94;pointclip_open_vocab=structural_control:0.60;large_static_bulk_evidence;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 1.0, ""medium_size_score"": 0.0, ""detail_score"": 0.25, ""high_detail_score"": 0.1776, ""density_score"": 0.1776, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.9, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
136,135,Mesh.703,135,Mesh_703.004,mesh,mesh_136,1,3,pins_rivets_keys,0.2771243155002594,4,bearings_bushings_guides,0.2282904088497162,1706,1184,0.8473134636878967,,1.2400001287460327,1.4600000381469727,-1.9800001382827759,1.28000009059906,1.5000001192092896,0.019999980926513672,0.039999961853027344,0.040000081062316895,2.0000001192092896,2.000799960083568,0.0032000036239564224,2.0000001192092896,0.040000081062316895,0.039999961853027344,49.99990165253543,0.019999979734421983,0.0003995208601071532,flat_plate,1.2600528001785278,1.4799479246139526,-1.2367254495620728,joint_clamp_hinge,0.1561477929353714,joint clamp or hinge,structural_control,pin_rivet_key,0.16621845960617065,0.010070666670799255,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16621845960617065}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.1561477929353714}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.12352306395769119}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07375898957252502}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07148966938257217}]",pin rivet or key,repeated_fastener,1,S6_huge,D1_low,C0_low_or_ambiguous,0.04883390665054321,semantic_uncertain,geom_thin_plate,False,large_static_bulk,large_static_support_or_cover,0.8348,repeated_fastener,0.0799,structural_control,0.5895,large_static_bulk,0.9435,"[""outer_silhouette"", ""major_openings""]",structural_match=large_static_bulk:0.94;pointclip_open_vocab=structural_control:0.59;low_or_ambiguous_pointnext_confidence;large_static_bulk_evidence;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 1.0, ""medium_size_score"": 0.0, ""detail_score"": 0.25, ""high_detail_score"": 0.1177, ""density_score"": 0.1177, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.9, ""simple_score"": 0.7875, ""uncertainty_score"": 0.8372}",P3_large_static_bulk,large_static_bulk_fast_simplify,0.45,0.22,0.07,True,0.65
137,136,Mesh.704,136,Mesh_704.004,mesh,mesh_137,1,3,pins_rivets_keys,0.7692667245864868,2,washers_rings_spacers,0.03803861141204834,1908,1096,0.5428308248519897,,1.2400001287460327,0.6740000247955322,-1.9800001382827759,1.28000009059906,0.7140000462532043,-0.7000000476837158,0.039999961853027344,0.04000002145767212,1.28000009059906,1.2812494802334398,0.0020479992904652005,1.28000009059906,0.04000002145767212,0.039999961853027344,31.9999850988468,0.031249967985788763,0.0009737079035773494,flat_plate,1.2599701881408691,0.6940352916717529,-1.3708299398422241,joint_clamp_hinge,0.1502399891614914,joint clamp or hinge,structural_control,pin_rivet_key,0.1729251593351364,0.02268517017364502,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.1729251593351364}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.1502399891614914}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1226222962141037}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07673507928848267}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07673507928848267}]",pin rivet or key,repeated_fastener,1,S5_xlarge,D1_low,C2_high,0.7312281131744385,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6724,repeated_fastener,0.5385,structural_control,0.652,ordinary_low_detail,0.9241,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.54;structural_match=ordinary_low_detail:0.92;pointclip_open_vocab=structural_control:0.65;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 0.8333, ""medium_size_score"": 0.3333, ""detail_score"": 0.25, ""high_detail_score"": 0.2061, ""density_score"": 0.2061, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.45, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
138,137,Mesh.705,137,Mesh_705.004,mesh,mesh_138,1,8,joints_clamps_structural_connectors,0.28432828187942505,3,pins_rivets_keys,0.11714480072259903,1769,1096,0.1918293684720993,,1.9900001287460327,0.6740000247955322,-1.1500000953674316,2.0300002098083496,0.7140000462532043,-0.7000000476837158,0.040000081062316895,0.04000002145767212,0.4500000476837158,0.45354167517103944,0.0007200019216547258,0.4500000476837158,0.040000081062316895,0.04000002145767212,11.249978393360056,0.08888892715359506,0.007717596278931592,flat_plate,2.0098001956939697,0.6940729022026062,-0.9434385299682617,joint_clamp_hinge,0.139296755194664,joint clamp or hinge,structural_control,pin_rivet_key,0.1680239588022232,0.028727203607559204,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.1680239588022232}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.139296755194664}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.13501104712486267}, {""rank"": 4, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.0899367481470108}, {""rank"": 5, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.08716967701911926}]",pin rivet or key,repeated_fastener,1,S4_large,D1_low,C0_low_or_ambiguous,0.16718348115682602,semantic_uncertain,geom_wire_or_rod,False,ordinary_low_detail,ordinary_low_detail_part,0.6086,structural_control,0.1085,structural_control,0.6674,ordinary_low_detail,0.9403,"[""coarse_silhouette""]",structural_match=ordinary_low_detail:0.94;pointclip_open_vocab=structural_control:0.67;low_or_ambiguous_pointnext_confidence;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 0.6667, ""medium_size_score"": 0.6667, ""detail_score"": 0.25, ""high_detail_score"": 0.4316, ""density_score"": 0.4316, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.0, ""simple_score"": 0.7875, ""uncertainty_score"": 0.4427}",P4_ordinary_low_detail,ordinary_low_detail_fast_simplify,0.55,0.28,0.1,True,0.8
139,138,Mesh.706,138,Mesh_706.004,mesh,mesh_139,1,3,pins_rivets_keys,0.7840836048126221,2,washers_rings_spacers,0.028421131893992424,1512,1096,0.5724334120750427,,2.7400002479553223,1.0,-1.3300000429153442,2.7800002098083496,1.040000081062317,0.019999980926513672,0.039999961853027344,0.040000081062316895,1.350000023841858,1.351184690486927,0.002160002355571428,1.350000023841858,0.040000081062316895,0.039999961853027344,33.749932199853966,0.029629600849335268,0.0008756087185287156,flat_plate,2.760010004043579,1.0199720859527588,-0.7969557046890259,joint_clamp_hinge,0.14560072124004364,joint clamp or hinge,structural_control,pin_rivet_key,0.1729051172733307,0.02730439603328705,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.1729051172733307}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.14560072124004364}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.12070722132921219}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07916173338890076}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07916173338890076}]",pin rivet or key,repeated_fastener,1,S5_xlarge,D1_low,C2_high,0.7556624729186296,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6786,repeated_fastener,0.5489,structural_control,0.6704,ordinary_low_detail,0.9241,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.55;structural_match=ordinary_low_detail:0.92;pointclip_open_vocab=structural_control:0.67;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 0.8333, ""medium_size_score"": 0.3333, ""detail_score"": 0.25, ""high_detail_score"": 0.1946, ""density_score"": 0.1946, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.45, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
140,139,Mesh.707,139,Mesh_707.004,mesh,mesh_140,1,3,pins_rivets_keys,0.7857491970062256,2,washers_rings_spacers,0.031928934156894684,1574,1096,0.5470609664916992,,1.9900002479553223,-0.020000001415610313,-1.3100000619888306,2.0300002098083496,0.020000001415610313,-0.019999980926513672,0.039999961853027344,0.04000000283122063,1.290000081062317,1.2912397942735212,0.0020639983074066484,1.290000081062317,0.04000000283122063,0.039999961853027344,32.24999974388631,0.031007720418193555,0.0009587130321515296,flat_plate,2.0098958015441895,5.203310865908861e-05,-0.8067984580993652,joint_clamp_hinge,0.15378209948539734,joint clamp or hinge,structural_control,pin_rivet_key,0.16889658570289612,0.01511448621749878,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.16889658570289612}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.15378209948539734}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1315367966890335}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.0737854614853859}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.072641521692276}]",pin rivet or key,repeated_fastener,1,S5_xlarge,D1_low,C2_high,0.7538202628493309,fastener_repeated,geom_thin_plate,False,repeated_fastener,fastening_or_repeated_standard_part,0.6831,repeated_fastener,0.55,structural_control,0.6145,ordinary_low_detail,0.9241,"[""placement"", ""head_silhouette"", ""axis_if_visible""]",pointnext_prior=repeated_fastener:0.55;structural_match=ordinary_low_detail:0.92;pointclip_open_vocab=structural_control:0.61;slender_axis_shape;thin_plate_or_sheet_shape,"{""micro_score"": 0.0, ""size_score"": 0.8333, ""medium_size_score"": 0.3333, ""detail_score"": 0.25, ""high_detail_score"": 0.2044, ""density_score"": 0.2044, ""slender_score"": 1.0, ""plate_score"": 0.9, ""compact_score"": 0.0, ""ring_disk_score"": 0.0, ""bulk_score"": 0.45, ""simple_score"": 0.7875, ""uncertainty_score"": 0.0}",P2_repeated_fastener,repeated_fastener_aggressive,0.38,0.16,0.05,True,0.55
