order,node_name,predicted_class,confidence,second_class,second_confidence,shape_hint,bbox_size_x,bbox_size_y,bbox_size_z,surface_area,margin,reason
10,Mesh.385,rotating_fluid_machinery,0.2012908160686493,gears_pulleys_chains,0.10774321854114532,long_slender,0.1980000138282776,0.04000002145767212,0.039999961853027344,0.08526013791561127,0.09354759752750397,low_confidence
13,Mesh.388,motors_gearmotors,0.20625212788581848,bearings_bushings_guides,0.11061463505029678,long_slender,0.04000000283122063,0.040000081062316895,0.3125,0.13368120789527893,0.0956374928355217,low_confidence
15,Mesh.390,rotating_fluid_machinery,0.1823362559080124,springs,0.10328510403633118,long_slender,0.039999961853027344,0.040000081062316895,0.23249998688697815,0.09984970092773438,0.07905115187168121,low_confidence
16,Mesh.391,rotating_fluid_machinery,0.16808046400547028,joints_clamps_structural_connectors,0.12249087542295456,long_slender,0.04000002145767212,0.040000081062316895,0.23249998688697815,0.09984978288412094,0.04558958858251572,low_confidence
17,Mesh.392,handles_controls,0.15221276879310608,joints_clamps_structural_connectors,0.13670940697193146,long_slender,0.04000002145767212,0.040000081062316895,0.2875000089406967,0.12310899049043655,0.015503361821174622,low_confidence
18,Mesh.393,pins_rivets_keys,0.3038801848888397,joints_clamps_structural_connectors,0.2406238615512848,flat_plate,0.039999961853027344,0.04000002145767212,0.6100000143051147,0.25949203968048096,0.06325632333755493,low_confidence
19,Mesh.394,joints_clamps_structural_connectors,0.3133341073989868,pins_rivets_keys,0.22067348659038544,flat_plate,0.039999961853027344,0.04000000283122063,0.6100000143051147,0.25949186086654663,0.09266062080860138,low_confidence
20,Mesh.395,pins_rivets_keys,0.32763075828552246,joints_clamps_structural_connectors,0.20856007933616638,flat_plate,0.03999999165534973,0.04000002145767212,0.6100000143051147,0.25949203968048096,0.11907067894935608,low_confidence
21,Mesh.396,joints_clamps_structural_connectors,0.30849143862724304,pins_rivets_keys,0.3003169894218445,flat_plate,0.039999961853027344,0.03999999165534973,0.6100000143051147,0.25949186086654663,0.00817444920539856,low_confidence
23,Mesh.398,joints_clamps_structural_connectors,0.2591018080711365,pins_rivets_keys,0.14378999173641205,flat_plate,0.04000002145767212,0.04000002145767212,0.4496222734451294,0.19166968762874603,0.11531181633472443,low_confidence
25,Mesh.400,joints_clamps_structural_connectors,0.26582369208335876,pins_rivets_keys,0.20885126292705536,flat_plate,0.04000000283122063,0.43999993801116943,0.04000002145767212,0.1876000016927719,0.056972429156303406,low_confidence
27,Mesh.402,pins_rivets_keys,0.2243194431066513,joints_clamps_structural_connectors,0.20970217883586884,flat_plate,0.039999961853027344,0.46000003814697266,0.04000002145767212,0.19605791568756104,0.01461726427078247,low_confidence
31,Mesh.406,motors_gearmotors,0.18201373517513275,springs,0.10554741322994232,long_slender,0.039999961853027344,0.302000030875206,0.039999961853027344,0.12924090027809143,0.07646632194519043,low_confidence
33,Mesh.408,rotating_fluid_machinery,0.18729427456855774,handles_controls,0.11249575018882751,long_slender,0.03999999165534973,0.2240000069141388,0.039999961853027344,0.09625503420829773,0.07479852437973022,low_confidence
35,Mesh.410,joints_clamps_structural_connectors,0.20249822735786438,pins_rivets_keys,0.1199762299656868,long_slender,0.03999999910593033,0.302000030875206,0.039999961853027344,0.12924093008041382,0.08252199739217758,low_confidence
37,Mesh.412,pins_rivets_keys,0.2866767942905426,joints_clamps_structural_connectors,0.22282849252223969,flat_plate,0.03999999910593033,0.03999999165534973,0.6100000143051147,0.259491890668869,0.06384830176830292,low_confidence
38,Mesh.413,joints_clamps_structural_connectors,0.2756352126598358,springs,0.10815132409334183,flat_plate,0.04000000283122063,0.03999999165534973,0.4496222734451294,0.19166921079158783,0.167483888566494,low_confidence
40,Mesh.415,pins_rivets_keys,0.32775062322616577,joints_clamps_structural_connectors,0.1836719810962677,flat_plate,0.03999999910593033,0.04000002145767212,0.6100000143051147,0.25949206948280334,0.14407864212989807,low_confidence
