order,node_index,node_name,mesh_index,mesh_name,inference_mode,group_id,group_size,predicted_label,predicted_class,confidence,second_label,second_class,second_confidence,vertex_count,face_count,surface_area,mesh_volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_size_x,bbox_size_y,bbox_size_z,bbox_diagonal,bbox_volume,obb_size_long,obb_size_mid,obb_size_short,elongation,flatness,compactness,shape_hint,centroid_x,centroid_y,centroid_z
84,83,Mesh.684,83,Mesh_684.004,mesh,mesh_84,1,11,plates_discs_shapes,0.7407562732696533,4,bearings_bushings_guides,0.030455464497208595,2195,1672,1.362220287322998,,1.2799999713897705,1.0420000553131104,-0.3375000059604645,2.7380001544952393,1.4600000381469727,-0.3075000047683716,1.4580001831054688,0.4179999828338623,0.030000001192092896,1.5170328011141405,0.018283322271809545,1.4580001831054688,0.4179999828338623,0.030000001192092896,3.488038858807713,0.020576129920775708,0.0052368508014808265,flat_plate,1.9867792129516602,1.2471628189086914,-0.32012155652046204
85,84,Mesh.312,84,Mesh_312.004,mesh,mesh_85,1,4,bearings_bushings_guides,0.27838048338890076,8,joints_clamps_structural_connectors,0.13984186947345734,1317,1224,0.015785658732056618,,2.045063018798828,1.205091953277588,0.007999997586011887,2.1050631999969482,1.2990919351577759,0.02499999850988388,0.06000018119812012,0.09399998188018799,0.017000000923871994,0.11280522314456262,9.588027628298466e-05,0.09399998188018799,0.06000018119812012,0.017000000923871994,1.5666616334007526,0.1808511085197881,0.06679464560264671,irregular,2.074721574783325,1.252197027206421,0.015282188542187214
86,85,Mesh.309,85,Mesh_309.004,mesh,mesh_86,1,3,pins_rivets_keys,0.8056159019470215,8,joints_clamps_structural_connectors,0.017386076971888542,331,300,0.0008881299290806055,,2.740507125854492,1.3188000917434692,0.023499999195337296,2.744493246078491,1.388200044631958,0.02749999798834324,0.0039861202239990234,0.06939995288848877,0.003999998793005943,0.06962932288704726,1.1065458891148594e-06,0.06939995288848877,0.003999998793005943,0.0039861202239990234,17.34999345745694,0.05743692982621885,0.0032778789660575704,flat_plate,2.7424888610839844,1.3538182973861694,0.025506244972348213
87,86,Mesh.310,86,Mesh_310.004,mesh,mesh_87,1,8,joints_clamps_structural_connectors,0.9220853447914124,11,plates_discs_shapes,0.009774362668395042,1444,1396,0.005527459550648928,,2.7370190620422363,1.3220000267028809,0.019999995827674866,2.773500442504883,1.3867000341415405,0.03099999763071537,0.036481380462646484,0.06470000743865967,0.011000001803040504,0.0750864976056939,2.596380571616251e-05,0.06470000743865967,0.036481380462646484,0.011000001803040504,1.7735076528945064,0.17001546427130337,0.06133139020987195,irregular,2.7505643367767334,1.3635811805725098,0.024089395999908447
88,87,Mesh.311,87,Mesh_311.004,mesh,mesh_88,1,8,joints_clamps_structural_connectors,0.8953216671943665,9,wheels_castors,0.011431163176894188,1444,1396,0.0055274637416005135,,2.7115001678466797,1.3203002214431763,0.019999995827674866,2.747981548309326,1.385000228881836,0.03099999763071537,0.036481380462646484,0.06470000743865967,0.011000001803040504,0.0750864976056939,2.596380571616251e-05,0.06470000743865967,0.036481380462646484,0.011000001803040504,1.7735076528945064,0.17001546427130337,0.06133139020987195,irregular,2.7344324588775635,1.343441367149353,0.02408938854932785
89,88,Mesh.313,88,Mesh_313.004,mesh,mesh_89,1,11,plates_discs_shapes,0.8089965581893921,4,bearings_bushings_guides,0.02174934558570385,2464,2352,0.7430052757263184,,2.013000011444092,1.0440001487731934,-3.725290298461914e-09,2.740000009536743,1.4600000381469727,0.019999997690320015,0.7269999980926514,0.4159998893737793,0.020000001415610313,0.8378453945939764,0.006048638803751358,0.7269999980926514,0.4159998893737793,0.020000001415610313,1.7475966139967791,0.027510318388008364,0.010284092893182337,flat_plate,2.3746228218078613,1.252000331878662,0.015144680626690388
90,89,Mesh.308,89,Mesh_308.004,mesh,mesh_90,1,3,pins_rivets_keys,0.7989683747291565,0,screws_bolts_studs,0.027607489377260208,331,300,0.0008881299290806055,,2.740507125854492,1.1158000230789185,0.023499999195337296,2.744493246078491,1.1851999759674072,0.02749999798834324,0.0039861202239990234,0.06939995288848877,0.003999998793005943,0.06962932288704726,1.1065458891148594e-06,0.06939995288848877,0.003999998793005943,0.0039861202239990234,17.34999345745694,0.05743692982621885,0.0032778789660575704,flat_plate,2.7424888610839844,1.1508156061172485,0.025506244972348213
91,90,Mesh.307,90,Mesh_307.004,mesh,mesh_91,1,8,joints_clamps_structural_connectors,0.9184919595718384,9,wheels_castors,0.010025731287896633,1444,1396,0.005527459550648928,,2.7370190620422363,1.11899995803833,0.019999995827674866,2.773500442504883,1.1836999654769897,0.03099999763071537,0.036481380462646484,0.06470000743865967,0.011000001803040504,0.0750864976056939,2.596380571616251e-05,0.06470000743865967,0.036481380462646484,0.011000001803040504,1.7735076528945064,0.17001546427130337,0.06133139020987195,irregular,2.7505643367767334,1.1605775356292725,0.024089395999908447
92,91,Mesh.306,91,Mesh_306.004,mesh,mesh_92,1,8,joints_clamps_structural_connectors,0.899297833442688,2,washers_rings_spacers,0.01036293525248766,1444,1396,0.0055274637416005135,,2.7115001678466797,1.1173001527786255,0.019999995827674866,2.747981548309326,1.1820001602172852,0.03099999763071537,0.036481380462646484,0.06470000743865967,0.011000001803040504,0.0750864976056939,2.596380571616251e-05,0.06470000743865967,0.036481380462646484,0.011000001803040504,1.7735076528945064,0.17001546427130337,0.06133139020987195,irregular,2.7344324588775635,1.140438199043274,0.02408938854932785
93,92,Mesh.328,92,Mesh_328.004,mesh,mesh_93,1,4,bearings_bushings_guides,0.3963112235069275,2,washers_rings_spacers,0.10951559990644455,1317,1224,0.01578562706708908,,1.918938159942627,1.2049086093902588,0.007999997586011887,1.978938102722168,1.2989085912704468,0.02499999850988388,0.059999942779541016,0.09399998188018799,0.017000000923871994,0.11280509633183917,9.587989529014799e-05,0.09399998188018799,0.059999942779541016,0.017000000923871994,1.566667858760699,0.1808511085197881,0.06679460545144,irregular,1.9492841958999634,1.2518012523651123,0.015282188542187214
94,93,Mesh.333,93,Mesh_333.004,mesh,mesh_94,1,3,pins_rivets_keys,0.8102425336837769,8,joints_clamps_structural_connectors,0.01998906210064888,331,300,0.000888139009475708,,1.2795072793960571,1.115800380706787,0.023499999195337296,1.2834936380386353,1.1852004528045654,0.02749999798834324,0.003986358642578125,0.06940007209777832,0.003999998793005943,0.06962945535294769,1.106613974890871e-06,0.06940007209777832,0.003999998793005943,0.003986358642578125,17.35002325978832,0.057440266588797084,0.0032780619449471853,flat_plate,1.2815097570419312,1.1501909494400024,0.025506244972348213
95,94,Mesh.332,94,Mesh_332.004,mesh,mesh_95,1,8,joints_clamps_structural_connectors,0.8861414194107056,11,plates_discs_shapes,0.014094198122620583,1444,1396,0.005527447443455458,,1.2505004405975342,1.1173003911972046,0.019999995827674866,1.2869817018508911,1.1820003986358643,0.03099999763071537,0.036481261253356934,0.06470000743865967,0.011000001803040504,0.07508643968697139,2.5963720874887475e-05,0.06470000743865967,0.036481261253356934,0.011000001803040504,1.773513448159803,0.17001546427130337,0.061331331724333304,irregular,1.2734346389770508,1.1404365301132202,0.024089395999908447
96,95,Mesh.334,95,Mesh_334.004,mesh,mesh_96,1,8,joints_clamps_structural_connectors,0.9398162364959717,9,wheels_castors,0.008162827230989933,1444,1396,0.005527447443455458,,1.2760193347930908,1.1190004348754883,0.019999995827674866,1.3125004768371582,1.183700442314148,0.03099999763071537,0.03648114204406738,0.06470000743865967,0.011000001803040504,0.07508638176839347,2.596363603361244e-05,0.06470000743865967,0.03648114204406738,0.011000001803040504,1.7735192434629736,0.17001546427130337,0.0613312732379507,irregular,1.2895647287368774,1.1605777740478516,0.02408938854932785
97,96,Mesh.327,96,Mesh_327.004,mesh,mesh_97,1,11,plates_discs_shapes,0.7896556854248047,4,bearings_bushings_guides,0.023903822526335716,2464,2352,0.7430052757263184,,1.2840003967285156,1.0440003871917725,-3.725290298461914e-09,2.011000633239746,1.4600005149841309,0.019999997690320015,0.7270002365112305,0.4160001277923584,0.020000001415610313,0.8378457198477939,0.006048644254001062,0.7270002365112305,0.4160001277923584,0.020000001415610313,1.7475961855331548,0.027510309366042908,0.010284090182936188,flat_plate,1.6493794918060303,1.252000331878662,0.015144680626690388
98,97,Mesh.329,97,Mesh_329.004,mesh,mesh_98,1,3,pins_rivets_keys,0.8065970540046692,0,screws_bolts_studs,0.029208650812506676,331,300,0.000888139009475708,,1.2795072793960571,1.318800449371338,0.023499999195337296,1.2834936380386353,1.3882005214691162,0.02749999798834324,0.003986358642578125,0.06940007209777832,0.003999998793005943,0.06962945535294769,1.106613974890871e-06,0.06940007209777832,0.003999998793005943,0.003986358642578125,17.35002325978832,0.057440266588797084,0.0032780619449471853,flat_plate,1.2815097570419312,1.3531824350357056,0.025506244972348213
99,98,Mesh.330,98,Mesh_330.004,mesh,mesh_99,1,8,joints_clamps_structural_connectors,0.9370245337486267,9,wheels_castors,0.007549040485173464,1444,1396,0.005527447443455458,,1.2505004405975342,1.3203004598617554,0.019999995827674866,1.2869817018508911,1.385000467300415,0.03099999763071537,0.036481261253356934,0.06470000743865967,0.011000001803040504,0.07508643968697139,2.5963720874887475e-05,0.06470000743865967,0.036481261253356934,0.011000001803040504,1.773513448159803,0.17001546427130337,0.061331331724333304,irregular,1.2734346389770508,1.343440055847168,0.024089395999908447
100,99,Mesh.331,99,Mesh_331.004,mesh,mesh_100,1,8,joints_clamps_structural_connectors,0.9076569080352783,11,plates_discs_shapes,0.010152322240173817,1444,1396,0.005527447443455458,,1.2760193347930908,1.322000503540039,0.019999995827674866,1.3125004768371582,1.3867005109786987,0.03099999763071537,0.03648114204406738,0.06470000743865967,0.011000001803040504,0.07508638176839347,2.596363603361244e-05,0.06470000743865967,0.03648114204406738,0.011000001803040504,1.7735192434629736,0.17001546427130337,0.0613312732379507,irregular,1.2895647287368774,1.3635804653167725,0.02408938854932785
101,100,Mesh.607,100,Mesh_607.004,mesh,mesh_101,1,4,bearings_bushings_guides,0.45845305919647217,7,pipe_fittings_valves_nozzles,0.0898350402712822,1317,1224,0.015785634517669678,,0.6450625061988831,1.204092264175415,0.007999997586011887,0.7050625085830688,1.298092246055603,0.02499999850988388,0.06000000238418579,0.09399998188018799,0.017000000923871994,0.11280512803498616,9.587999053835716e-05,0.09399998188018799,0.06000000238418579,0.017000000923871994,1.566666302416074,0.1808511085197881,0.06679461548937474,irregular,0.6747204065322876,1.2511985301971436,0.015282188542187214
102,101,Mesh.610,101,Mesh_610.004,mesh,mesh_102,1,8,joints_clamps_structural_connectors,0.9237990379333496,9,wheels_castors,0.008933628909289837,1444,1396,0.005527447443455458,,1.1970188617706299,1.321000337600708,0.019999995827674866,1.2335001230239868,1.3857003450393677,0.03099999763071537,0.036481261253356934,0.06470000743865967,0.011000001803040504,0.07508643968697139,2.5963720874887475e-05,0.06470000743865967,0.036481261253356934,0.011000001803040504,1.773513448159803,0.17001546427130337,0.061331331724333304,irregular,1.210566759109497,1.362580418586731,0.024089395999908447
103,102,Mesh.609,102,Mesh_609.004,mesh,mesh_103,1,3,pins_rivets_keys,0.809532105922699,0,screws_bolts_studs,0.025469256564974785,331,300,0.0008881379617378116,,1.2005069255828857,1.3178004026412964,0.023499999195337296,1.2044932842254639,1.3872003555297852,0.02749999798834324,0.003986358642578125,0.06939995288848877,0.003999998793005943,0.069629336536375,1.1066120740475178e-06,0.06939995288848877,0.003999998793005943,0.003986358642578125,17.34999345745694,0.057440365254762794,0.003278073095389111,flat_plate,1.202489972114563,1.3528149127960205,0.025506244972348213
104,103,Mesh.608,103,Mesh_608.004,mesh,mesh_104,1,8,joints_clamps_structural_connectors,0.9183086156845093,2,washers_rings_spacers,0.00879423227161169,1444,1396,0.005527449771761894,,1.1715000867843628,1.3193005323410034,0.019999995827674866,1.2079813480377197,1.384000539779663,0.03099999763071537,0.036481261253356934,0.06470000743865967,0.011000001803040504,0.07508643968697139,2.5963720874887475e-05,0.06470000743865967,0.036481261253356934,0.011000001803040504,1.773513448159803,0.17001546427130337,0.061331331724333304,irregular,1.1944398880004883,1.3424421548843384,0.02408938854932785
105,104,Mesh.614,104,Mesh_614.004,mesh,mesh_105,1,11,plates_discs_shapes,0.7957839965820312,4,bearings_bushings_guides,0.022035567089915276,2464,2352,0.608464241027832,,0.6130000948905945,1.0430004596710205,-3.725290298461914e-09,1.2000000476837158,1.4590003490447998,0.019999997690320015,0.5869999527931213,0.4159998893737793,0.020000001415610313,0.7197394338194537,0.0048838386541676364,0.5869999527931213,0.4159998893737793,0.020000001415610313,1.411057954070024,0.034071555407192665,0.01309891771931145,flat_plate,0.9080311059951782,1.2509994506835938,0.015144680626690388
106,105,Mesh.612,105,Mesh_612.004,mesh,mesh_106,1,8,joints_clamps_structural_connectors,0.9180946350097656,9,wheels_castors,0.00849674642086029,1444,1396,0.005527447443455458,,1.1970188617706299,1.1180002689361572,0.019999995827674866,1.2335001230239868,1.182700276374817,0.03099999763071537,0.036481261253356934,0.06470000743865967,0.011000001803040504,0.07508643968697139,2.5963720874887475e-05,0.06470000743865967,0.036481261253356934,0.011000001803040504,1.773513448159803,0.17001546427130337,0.061331331724333304,irregular,1.210566759109497,1.1595799922943115,0.024089395999908447
107,106,Mesh.611,106,Mesh_611.004,mesh,mesh_107,1,3,pins_rivets_keys,0.8130655884742737,8,joints_clamps_structural_connectors,0.022796180099248886,331,300,0.000888139009475708,,1.2005069255828857,1.114800214767456,0.023499999195337296,1.2044932842254639,1.1842002868652344,0.02749999798834324,0.003986358642578125,0.06940007209777832,0.003999998793005943,0.06962945535294769,1.106613974890871e-06,0.06940007209777832,0.003999998793005943,0.003986358642578125,17.35002325978832,0.057440266588797084,0.0032780619449471853,flat_plate,1.202489972114563,1.1498138904571533,0.025506244972348213
108,107,Mesh.613,107,Mesh_613.004,mesh,mesh_108,1,8,joints_clamps_structural_connectors,0.9303539395332336,9,wheels_castors,0.008191878907382488,1444,1396,0.005527449771761894,,1.1715000867843628,1.1163002252578735,0.019999995827674866,1.2079813480377197,1.1810002326965332,0.03099999763071537,0.036481261253356934,0.06470000743865967,0.011000001803040504,0.07508643968697139,2.5963720874887475e-05,0.06470000743865967,0.036481261253356934,0.011000001803040504,1.773513448159803,0.17001546427130337,0.061331331724333304,irregular,1.1944398880004883,1.1394381523132324,0.02408938854932785
109,108,Mesh.353,108,Mesh_353.004,mesh,mesh_109,1,4,bearings_bushings_guides,0.42392486333847046,2,washers_rings_spacers,0.10945925116539001,1317,1224,0.015785634517669678,,0.5189375877380371,1.2039085626602173,0.007999997586011887,0.5789375901222229,1.2979085445404053,0.02499999850988388,0.06000000238418579,0.09399998188018799,0.017000000923871994,0.11280512803498616,9.587999053835716e-05,0.09399998188018799,0.06000000238418579,0.017000000923871994,1.566666302416074,0.1808511085197881,0.06679461548937474,irregular,0.5492796301841736,1.2507983446121216,0.015282188542187214
110,109,Mesh.355,109,Mesh_355.004,mesh,mesh_110,1,8,joints_clamps_structural_connectors,0.9027417898178101,4,bearings_bushings_guides,0.0106753408908844,1444,1396,0.005527449306100607,,-0.009499979205429554,1.1163002252578735,0.019999995827674866,0.026981234550476074,1.1810002326965332,0.03099999763071537,0.03648121375590563,0.06470000743865967,0.011000001803040504,0.07508641661002068,2.5963687070941955e-05,0.06470000743865967,0.03648121375590563,0.011000001803040504,1.7735157572213711,0.17001546427130337,0.06133130842126636,irregular,0.013435253873467445,1.1394405364990234,0.024089395999908447
111,110,Mesh.356,110,Mesh_356.004,mesh,mesh_111,1,3,pins_rivets_keys,0.7834174633026123,0,screws_bolts_studs,0.04528971016407013,331,300,0.0008881404064595699,,0.019506853073835373,1.114800214767456,0.023499999195337296,0.023493189364671707,1.1842002868652344,0.02749999798834324,0.003986336290836334,0.06940007209777832,0.003999998793005943,0.06962945407329083,1.1066077700427762e-06,0.06940007209777832,0.003999998793005943,0.003986336290836334,17.35002325978832,0.057439944517924314,0.003278043745398258,flat_plate,0.021511124446988106,1.1491870880126953,0.025506244972348213
112,111,Mesh.354,111,Mesh_354.004,mesh,mesh_112,1,8,joints_clamps_structural_connectors,0.9090695977210999,11,plates_discs_shapes,0.010573174804449081,1444,1396,0.005527449771761894,,0.016018806025385857,1.1180002689361572,0.019999995827674866,0.05250002443790436,1.182700276374817,0.03099999763071537,0.0364812184125185,0.06470000743865967,0.011000001803040504,0.07508641887246581,2.596369038505426e-05,0.06470000743865967,0.0364812184125185,0.011000001803040504,1.7735155308425201,0.17001546427130337,0.06133131070588668,irregular,0.02956477738916874,1.1595817804336548,0.02408938854932785
113,112,Mesh.349,112,Mesh_349.004,mesh,mesh_113,1,11,plates_discs_shapes,0.8375983834266663,13,springs,0.01681607961654663,2464,2352,0.608464241027832,,0.02400001883506775,1.0430004596710205,-3.725290298461914e-09,0.6110000610351562,1.4590003490447998,0.019999997690320015,0.5870000422000885,0.4159998893737793,0.020000001415610313,0.719739506737352,0.004883839398033459,0.5870000422000885,0.4159998893737793,0.020000001415610313,1.4110581689906754,0.034071550217696554,0.013098915733216306,flat_plate,0.3159692883491516,1.2509998083114624,0.015144680626690388
114,113,Mesh.350,113,Mesh_350.004,mesh,mesh_114,1,8,joints_clamps_structural_connectors,0.9219078421592712,9,wheels_castors,0.008906638249754906,1444,1396,0.005527449306100607,,-0.009499979205429554,1.3193005323410034,0.019999995827674866,0.026981234550476074,1.384000539779663,0.03099999763071537,0.03648121375590563,0.06470000743865967,0.011000001803040504,0.07508641661002068,2.5963687070941955e-05,0.06470000743865967,0.03648121375590563,0.011000001803040504,1.7735157572213711,0.17001546427130337,0.06133130842126636,irregular,0.013435253873467445,1.3424417972564697,0.024089395999908447
115,114,Mesh.351,114,Mesh_351.004,mesh,mesh_115,1,3,pins_rivets_keys,0.8017004728317261,0,screws_bolts_studs,0.03139035776257515,331,300,0.0008881395333446562,,0.019506853073835373,1.317800521850586,0.023499999195337296,0.023493189364671707,1.3872004747390747,0.02749999798834324,0.003986336290836334,0.06939995288848877,0.003999998793005943,0.06962933525671597,1.106605869210081e-06,0.06939995288848877,0.003999998793005943,0.003986336290836334,17.34999345745694,0.0574400431833368,0.003278054895778891,flat_plate,0.021511124446988106,1.3521883487701416,0.025506244972348213
116,115,Mesh.352,115,Mesh_352.004,mesh,mesh_116,1,8,joints_clamps_structural_connectors,0.9466086030006409,9,wheels_castors,0.007234507706016302,1444,1396,0.005527449771761894,,0.016018806025385857,1.321000337600708,0.019999995827674866,0.05250002443790436,1.3857003450393677,0.03099999763071537,0.0364812184125185,0.06470000743865967,0.011000001803040504,0.07508641887246581,2.596369038505426e-05,0.06470000743865967,0.0364812184125185,0.011000001803040504,1.7735155308425201,0.17001546427130337,0.06133131070588668,irregular,0.02956477738916874,1.3625823259353638,0.02408938854932785
117,116,Mesh.305,116,Mesh_305.006,mesh,mesh_117,1,11,plates_discs_shapes,0.7645604610443115,8,joints_clamps_structural_connectors,0.022355547174811363,2384,2332,1.8989925384521484,,0.07999998331069946,1.4999998807907104,-1.9999996423721313,1.2400000095367432,1.5050002336502075,-1.1899996995925903,1.1600000262260437,0.00500035285949707,0.809999942779541,1.4148233005135311,0.004698331321104329,1.1600000262260437,0.809999942779541,0.00500035285949707,1.4320988989770371,0.004310648919349831,0.0016589642562308826,flat_plate,0.6600013375282288,1.5024757385253906,-1.5949949026107788
118,117,Mesh.685,117,Mesh_685.013,mesh,mesh_118,1,11,plates_discs_shapes,0.752514660358429,4,bearings_bushings_guides,0.0237448550760746,1440,1404,3.073955535888672,,-0.020000040531158447,1.5000001192092896,-1.190000057220459,1.2400000095367432,1.505000114440918,0.019999980926513672,1.2600000500679016,0.004999995231628418,1.2100000381469727,1.7469187784322162,0.00762299327337691,1.2600000500679016,1.2100000381469727,0.004999995231628418,1.041322322598849,0.003968250026147989,0.0014299056977329447,flat_plate,0.8132220506668091,1.5024834871292114,-0.5849999189376831
119,118,Mesh.686,118,Mesh_686.004,mesh,mesh_119,1,3,pins_rivets_keys,0.7610948085784912,4,bearings_bushings_guides,0.03712349757552147,2463,1720,1.0304893255233765,,1.2400000095367432,0.0,-0.06000000238418579,1.28000009059906,1.4800000190734863,0.020000003278255463,0.040000081062316895,1.4800000190734863,0.08000000566244125,1.4827002609592077,0.004736009994030806,1.4800000190734863,0.08000000566244125,0.040000081062316895,18.499998928979114,0.027027081450551504,0.0014529561855674315,flat_plate,1.2598822116851807,0.91935795545578,-0.019665848463773727
120,119,Mesh.687,119,Mesh_687.004,mesh,mesh_120,1,3,pins_rivets_keys,0.7965632677078247,4,bearings_bushings_guides,0.022289924323558807,2508,1720,1.0304899215698242,,2.7400002479553223,0.0,-0.06000000238418579,2.7800002098083496,1.4800000190734863,0.020000001415610313,0.039999961853027344,1.4800000190734863,0.0800000037997961,1.4827002576427006,0.004735995769381253,1.4800000190734863,0.0800000037997961,0.039999961853027344,18.499999359715762,0.027027000903735277,0.001452951831350069,flat_plate,2.760094165802002,0.9288268685340881,-0.020039668306708336
121,120,Mesh.688,120,Mesh_688.004,mesh,mesh_121,1,3,pins_rivets_keys,0.5526232123374939,8,joints_clamps_structural_connectors,0.07959592342376709,2169,1720,0.48459097743034363,,1.2400001287460327,0.0,-1.350000023841858,1.28000009059906,0.6940000057220459,-1.2700001001358032,0.039999961853027344,0.6940000057220459,0.07999992370605469,0.6997399464682704,0.002220795782472688,0.6940000057220459,0.07999992370605469,0.039999961853027344,8.675008344658227,0.05763683216603277,0.006481844703083346,flat_plate,1.260061264038086,0.39546751976013184,-1.3096873760223389
122,121,Mesh.689,121,Mesh_689.004,mesh,mesh_122,1,4,bearings_bushings_guides,0.7000593543052673,2,washers_rings_spacers,0.047199711203575134,2520,1720,1.9055945873260498,,0.020000100135803223,1.0,-0.7000000476837158,2.760000228881836,1.040000081062317,-0.6200000047683716,2.7400001287460327,0.040000081062316895,0.08000004291534424,2.7414595964339368,0.008768022884379485,2.7400001287460327,0.08000004291534424,0.040000081062316895,34.24998323620265,0.01459856904482082,0.0004255554195272139,flat_plate,1.4041426181793213,1.0200031995773315,-0.6595643162727356
123,122,Mesh.690,122,Mesh_690.004,mesh,mesh_123,1,4,bearings_bushings_guides,0.7048608064651489,2,washers_rings_spacers,0.04876934364438057,2520,1720,1.9055945873260498,,0.020000100135803223,1.0,-0.38750001788139343,2.760000228881836,1.040000081062317,-0.3075000047683716,2.7400001287460327,0.040000081062316895,0.08000001311302185,2.741459595564259,0.008768019618038178,2.7400001287460327,0.08000001311302185,0.040000081062316895,34.24999599531358,0.01459856904482082,0.0004255552614005501,flat_plate,1.4041426181793213,1.0200031995773315,-0.34706875681877136
124,123,Mesh.691,123,Mesh_691.004,mesh,mesh_124,1,3,pins_rivets_keys,0.7189634442329407,2,washers_rings_spacers,0.04454769939184189,1477,1096,0.618951141834259,,1.2799999713897705,1.0,-0.020000001415610313,2.740000009536743,1.040000081062317,0.020000001415610313,1.4600000381469727,0.040000081062316895,0.04000000283122063,1.4610955198414137,0.0023360049604182107,1.4600000381469727,0.040000081062316895,0.04000000283122063,36.49992698445812,0.027397261497327425,0.0007489243193933262,flat_plate,2.139004707336426,1.0198066234588623,0.00021005475718993694
125,124,Mesh.692,124,Mesh_692.004,mesh,mesh_125,1,3,pins_rivets_keys,0.7255062460899353,4,bearings_bushings_guides,0.035353075712919235,1454,1096,0.6189514994621277,,1.2800002098083496,1.4600000381469727,-0.020000001415610313,2.7400002479553223,1.5000001192092896,0.020000001415610313,1.4600000381469727,0.040000081062316895,0.04000000283122063,1.4610955198414137,0.0023360049604182107,1.4600000381469727,0.040000081062316895,0.04000000283122063,36.49992698445812,0.027397261497327425,0.0007489243193933262,flat_plate,2.136526584625244,1.4800100326538086,4.042661385028623e-05
126,125,Mesh.693,125,Mesh_693.004,mesh,mesh_126,1,3,pins_rivets_keys,0.7802085876464844,2,washers_rings_spacers,0.02703836001455784,1451,1096,0.6189514994621277,,1.28000009059906,1.4600000381469727,-0.3475000262260437,2.7400002479553223,1.5000001192092896,-0.3075000047683716,1.4600001573562622,0.040000081062316895,0.04000002145767212,1.4610956394712553,0.002336006238940563,1.4600001573562622,0.040000081062316895,0.04000002145767212,36.49992996468432,0.027397272018177946,0.0007489245453295352,flat_plate,2.1332666873931885,1.480122447013855,-0.32733455300331116
127,126,Mesh.694,126,Mesh_694.004,mesh,mesh_127,1,3,pins_rivets_keys,0.546291172504425,4,bearings_bushings_guides,0.08852879703044891,1471,1096,0.6189523339271545,,1.2799999713897705,1.4600000381469727,-0.7000000476837158,2.740000009536743,1.5000001192092896,-0.6600000262260437,1.4600000381469727,0.040000081062316895,0.04000002145767212,1.4610955203513452,0.0023360060482052105,1.4600000381469727,0.040000081062316895,0.04000002145767212,36.49992698445812,0.027397274255170582,0.000748924667354226,flat_plate,2.1415157318115234,1.4798320531845093,-0.6800737380981445
128,127,Mesh.695,127,Mesh_695.004,mesh,mesh_128,1,3,pins_rivets_keys,0.7522072792053223,2,washers_rings_spacers,0.046653058379888535,1431,1096,0.5343725681304932,,1.2799999713897705,1.4600000381469727,-1.475000023841858,2.5400002002716064,1.5000001192092896,-1.4350000619888306,1.260000228881836,0.040000081062316895,0.039999961853027344,1.2612694320467432,0.0020160025291407835,1.260000228881836,0.040000081062316895,0.039999961853027344,31.499941885589116,0.03174599570392505,0.00100477185532903,flat_plate,2.009077548980713,1.480178713798523,-1.4549998044967651
129,128,Mesh.696,128,Mesh_696.004,mesh,mesh_129,1,3,pins_rivets_keys,0.7346704006195068,2,washers_rings_spacers,0.03852008655667305,1448,1096,0.534372866153717,,1.2799999713897705,1.4600000381469727,-2.0,2.5399999618530273,1.5000001192092896,-1.9600000381469727,1.2599999904632568,0.040000081062316895,0.039999961853027344,1.2612691938680827,0.002016002147670648,1.2599999904632568,0.040000081062316895,0.039999961853027344,31.499935925136718,0.03174600171093715,0.0010047722344297863,flat_plate,2.0100901126861572,1.4802055358886719,-1.980059266090393
130,129,Mesh.697,129,Mesh_697.004,mesh,mesh_130,1,3,pins_rivets_keys,0.7784767150878906,2,washers_rings_spacers,0.0242068562656641,1598,1096,0.6189510226249695,,1.2800002098083496,-0.020000001415610313,-1.350000023841858,2.7400002479553223,0.020000001415610313,-1.3100000619888306,1.4600000381469727,0.04000000283122063,0.039999961853027344,1.461095516577853,0.0023359979985950264,1.4600000381469727,0.04000000283122063,0.039999961853027344,36.49999837018561,0.027397233430072485,0.0007489220924479144,flat_plate,2.1826837062835693,-0.00011877555516548455,-1.3299245834350586
131,130,Mesh.698,130,Mesh_698.004,mesh,mesh_131,1,3,pins_rivets_keys,0.7798201441764832,2,washers_rings_spacers,0.027396919205784798,1601,1096,0.6189510822296143,,1.2799999713897705,-0.020000001415610313,-0.020000001415610313,2.740000009536743,0.020000001415610313,0.020000001415610313,1.4600000381469727,0.04000000283122063,0.04000000283122063,1.461095517699701,0.0023360003917217457,1.4600000381469727,0.04000000283122063,0.04000000283122063,36.49999837018561,0.027397261497327425,0.0007489228579604046,flat_plate,2.183727979660034,-7.565817941213027e-05,2.7033378501073457e-05
132,131,Mesh.699,131,Mesh_699.004,mesh,mesh_132,1,3,pins_rivets_keys,0.7380838394165039,13,springs,0.043214101344347,1511,1096,0.31023889780044556,,1.2599999904632568,0.4100000262260437,-1.350000023841858,1.9900000095367432,0.45000001788139343,-1.3100000619888306,0.7300000190734863,0.03999999165534973,0.039999961853027344,0.7321885167960244,0.0011679986729623856,0.7300000190734863,0.03999999165534973,0.039999961853027344,18.25000428408474,0.05479446686014497,0.002975593553730469,flat_plate,1.7030231952667236,0.4299079179763794,-1.3300482034683228
